video_id,title,description,tags,published_at,channel_id,channel_title,category_id,duration,definition,viewCount,likeCount,commentCount
LPOLWKtU5cI,World’s smallest computer #unknownfacts #tech #shorts,#facts #unknownfacts #tech #factsinhindi #techfacts #factsunknown #newtech #techburner #computer,"[""Ibm"", ""Worlds smallest computer"", ""Smallest computer in the world"", ""Smallest computer"", ""Micro mote"", ""Tech"", ""Technology"", ""Unknown facts"", ""New technology"", ""New tech""]",2023-05-03T12:30:10Z,UC7TNIdi43AgEBY4yA9VV3PQ,Paritolkks,28,PT56S,hd,42807846,1684451.0,3597
8jg-zVxSHU0,Magical Gadget ft Tech Master #shorts  #youtubeshorts,"How to avoide phone usage! #shorts  #youtubeshorts  #ytshorts  #phone 
a phone safety locker with useful quality 


SUBSCRIBE THE CHANNEL FOR MORE VIDEOS

 DON'T FORGET LIKE COMMENT & SHARE

instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK

business inquiry:- itstechmaster@gmail.com

Disclaimer
copyright disclaimer under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism,comment, news,reporting teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing non-profit educational or personal use tips the balance in favor of fair use. No copyright infringement intended....","[""shorts"", ""viral shorts"", ""shorts video"", ""tech"", ""reaction shorts"", ""shorts reaction"", ""comedy"", ""shorts viral kaise hoga"", ""youtube shorts"", ""@shorts"", ""#shorts"", ""tech master"", ""phone"", ""smartphone"", ""locker""]",2023-03-31T13:25:00Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT50S,hd,33339403,1557322.0,1926
5upVC6YzQCE,Replacing my 3080 with a 4090 for 4K #gaming. #tech #pc #technology #shorts,"Today I have a custom gaming pc that's getting an RTX 3080 swapped out with an RTX 4090. Overkill? Yes! This is my personal computer that I use for editing and 4K gaming. You would think I would own the cleanest piece of tech but the last thing I want to do when I get home is work on any technology , so my home PC is a hoopty! A very powerful hoopty",[],2023-09-19T00:54:11Z,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,28,PT58S,hd,37221835,1573853.0,14059
Pl7TYh055xY,Overheating Alienware #gaming laptop (this is BAD) #tech #pc #technology #shorts,The CPU and GPU heatsink on this Alienware gaming laptop were destroyed by someone trying to repair it themselves because it was overheating. Now it's overheating even worse and I'm going to fix it in my computer repair shop by replacing the broken heatsink.,[],2024-07-12T20:25:07Z,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,28,PT1M,hd,5026310,298413.0,1123
4wZwXhoxRIA,15 Tech Gadgets I Use Every Day #shorts #justicebuys #tech,,[],2025-01-04T19:26:39Z,UCKaWD4ZM7ixlot6ysBVKP_g,Justice Buys,22,PT1M,hd,18174920,609095.0,2513
PbB5r2p3Sl4,This Gadget can ZOOM Upto 200X 🤭,"#shorts #technology #gadgets 
instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK","[""tech master"", ""shorts"", ""technology"", ""facts"", ""amazingtipsandtricks"", ""arvind kharra"", ""GADGETS"", ""zoom"", ""200x zoom"", ""s24 ultra zoom"", ""smartphone zoom"", ""iphone zoom"", ""gadget"", ""new product"", ""master shorts"", ""400x zoom"", ""apple zoom"", ""new videos"", ""viral trick"", ""india"", ""hindi"", ""latest videos"", ""most popular gadget"", ""zoom camera"", ""smartphone"", ""zooming gadget"", ""techmaster""]",2024-05-25T14:43:01Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT51S,hd,4668586,300131.0,2748
eSucdOAIwrg,5 Most BRUTAL Tech Pranks Ever!,"#shorts #tech #prank 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT",[],2024-03-06T17:39:55Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT1M,hd,10344754,646721.0,804
ghv1fvazJ6I,5 TRULY EVIL Tech Pranks 😈,"Do consider subscribing to my Shorts Channel! 👊
Main Mrwhosetheboss YouTube Channel: https://www.youtube.com/user/Mrwhosetheboss
#shorts #tech #pranks","[""shorts"", ""tech"", ""iphone"", ""smartphone"", ""hacks"", ""pranks"", ""iphone pranks"", ""smartphone pranks"", ""tech pranks""]",2021-07-14T12:25:19Z,UCZSlfzadjnw7G419c_OJ9eg,Mrwhosetheboss Plus,28,PT59S,hd,41694564,2686102.0,7970
l3yfcRuts1I,3 Nastiest Tech Pranks 🔥,"Do consider subscribing to my Shorts Channel! 👊
Main Mrwhosetheboss YouTube Channel: https://www.youtube.com/user/Mrwhosetheboss
#shorts #tech #pranks","[""shorts"", ""tech"", ""iphone"", ""smartphone"", ""hacks"", ""mrwhosetheboss"", ""prank"", ""pranks"", ""tech pranks""]",2022-06-04T13:11:23Z,UCZSlfzadjnw7G419c_OJ9eg,Mrwhosetheboss Plus,28,PT50S,hd,28314461,2092117.0,5102
07OQ1uQ4-do,Apple Vision Pro सबसे महंगा चश्मा 😱 #shorts #apple,"Apple Vision Pro सबसे महंगा चश्मा 😱 #shorts #apple 
apple | applevisionpro | VRheadset | mostpopularvideo | trendingshorts
#techmaster #gadgets #apple #vr #applevisionpro 

SUBSCRIBE THE CHANNEL FOR MORE VIDEOS

 DON'T FORGET LIKE COMMENT & SHARE

instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK

business inquiry:- itstechmaster@gmail.com

Disclaimer
copyright disclaimer under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism,comment, news,reporting teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing non-profit educational or personal use tips the balance in favor of fair use. No copyright infringement intended....","[""tech master"", ""shorts"", ""technology"", ""apple"", ""visionpro"", ""expensivegadget"", ""new apple product"", ""trending gadget"", ""dubai"", ""unboxing"", ""fun tech"", ""visionpro2024"", ""apple product""]",2024-02-07T13:00:00Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT51S,hd,5450110,286566.0,446
1Nef8LPO-jo,5 ILLEGAL gadgets that will get you ARRESTED,"#shorts #technology 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

Twitter - For my tech hot takes: https://goo.gl/EFhwqL
Instagram - For my personal posts: https://goo.gl/OUqBBa
Facebook - Does anyone still use this anymore?: https://goo.gl/Aluzl1

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://goo.gl/3yS2aP
Amazon UK: https://goo.gl/gvrsGZ

My Filming Gear:
https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT","[""shorts"", ""tech""]",2022-11-01T11:00:06Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT47S,hd,81662068,4175134.0,6376
ppS6QMI5p88,I Tried Meta's New Prototype AR Glasses,"These are Meta's brand new Orion prototype AR glasses. And I tested them with Meta CEO Mark Zuckerberg...

These are different from other glasses where the displays move with your head, or headsets that recreate your environment digitally. With these, you see through the lenses while they add holograms that look don't move when you do.

Here's what they can do... 

But what surprised me most was what he said about the future of these glasses in our full interview… 

#Orion #MetaConnect #Technology #AR",[],2024-09-28T16:34:40Z,UC415bOPUcGSamy543abLmRA,Cleo Abram,25,PT52S,hd,1391281,83279.0,1077
mvvD21aUYeA,5 Sneakiest Tech Pranks EVER 😈,"5 of my Favourite Tech Pranks Ever - If you're enjoying my shorts, a sub to the channel would make my day! 😁
#shorts #iPhone #pranks #technology","[""shorts"", ""tech"", ""pranks"", ""prank"", ""iphone"", ""android"", ""phone"", ""smartphone""]",2022-09-05T16:54:36Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT57S,hd,43145222,2739345.0,5456
1NagraXOMsc,Broken Flex Repair #mobilerepair #technology,"Broken Flex Repair #mobilerepair #technology 
#microsoldering #shortsfeed","[""Broken Flex Repair #mobilerepair #technology"", ""how to repair broken flex"", ""how to repair flex"", ""how to repair damage flex"", ""how to repair cutted flex"", ""how to repair turn flex"", ""broken flex"", ""damage flex"", ""broken cable flex repair"", ""broken ribon flex repair"", ""broken belt flex repair"", ""mobile repair"", ""mobile repairing"", ""mobile repairing complete course full video"", ""electronic"", ""soldering"", ""micro soldering"", ""micro jumper"", ""flux paste"", ""solder paste"", ""solder mask"", ""uv mask"", ""broken flex repairing""]",2025-04-24T10:30:43Z,UCccExinXJkC9aQHROcCizaQ,ideal institute aligarh,28,PT59S,hd,16672308,148891.0,1216
5eYTHiC55Bo,3 Tech Myths Busted❌,#shorts #smartphone #tech #mythbusters,"[""tech"", ""best tech"", ""tech news"", ""cool tech"", ""tech gifts"", ""cheap tech"", ""big tech"", ""dog tech"", ""new tech"", ""top tech"", ""2024 tech"", ""prim tech"", ""tech prim"", ""tiny tech"", ""thin tech"", ""tech n9ne"", ""tech fails"", ""tech deals"", ""weird tech"", ""tech world"", ""smart tech"", ""kitchen tech"", ""tech under 50"", ""tech under 25"", ""laid off tech"", ""smallest tech"", ""cheapest tech"", ""tech unboxing"", ""emerging tech"", ""tech under $50"", ""primitive tech"", ""tech primitive"", ""cool tech gifts"", ""best tech gifts"", ""weekly tech news""]",2024-10-10T15:48:47Z,UCoL68NLLSUQqEDwMZPvrdEg,TechBurner Shorts,28,PT54S,hd,15829424,,642
Uy7rP_rXzv4,Cleaning a Lenovo Legion laptop to fix overheating #tech #pc #technology #shorts,"The Lenovo Legion is actually a great gaming laptop packed with high performance technology that's super easy to work on. But every portable gaming PC needs a tech cleaning once in a while, and this computer is no exception. This is not the dirtiest laptop I've ever worked on, but given these fan blades are so close together, I think I'll be seeing more of these in my computer repair shop going forward.",[],2024-09-06T20:13:48Z,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,28,PT1M,hd,3079970,183978.0,1426
MBQBY9b6OAU,I Tested Every YouTuber Tech Product,"I tested tech products from the biggest YouTubers. Go to https://surfshark.com/boss or use code BOSS at checkout to get 4 extra months of Surfshark VPN!  Shoutout to the YouTubers involved!

0:21 @TheMrMobile 
2:16 @hankschannel 
3:42 @simonegiertz 
5:46 @StarWarsTheory 
8:17 @JLaservideo 
9:40 @JerryRigEverything 
11:45 @TechBurner 
14:38 @hacksmith 
16:43 @airrack 
19:01 @LinusTechTips 
20:49 @ryan 
23:11 @mkbhd 
25:39 @Vsauce 
28:00 @unboxtherapy 
30:34 @MarkRober 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

For my tech hot takes: http://twitter.com/Mrwhosetheboss
For my Personal Posts: http://instagram.com/mrwhosetheboss
For quick tech videos: https://www.tiktok.com/@mrwhosetheboss
Does anyone still use this anymore?: https://facebook.com/mrwhosetheboss

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://amzn.to/3mFix9d
Amazon UK: https://amzn.to/3GMPPtM

My Browser: https://opr.as/Opera-browser-Mr-Whose-the-Boss 
My Filming Gear: https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT","[""youtuber"", ""products"", ""mkbhd"", ""panels"", ""tech"", ""mark rober"", ""ryan trahan"", ""youtube""]",2025-04-14T11:18:58Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT33M30S,hd,6208910,169830.0,8890
CgzHTd8BNcE,China🇨🇳 is 50 years ahead of all countries #china #technology,"China has been investing heavily in education and research to cultivate a skilled workforce and foster innovation. The country has a large pool of talented scientists, engineers, and researchers who contribute to technological advancements across various sectors.
long-term development have transformed China into a global leader in both technology and infrastructure. Experience the seamless integration of advanced technology and modern roads, facilitating efficient transportation and enhancing the nation's economic vitality.","[""china"", ""china technology"", ""china infrastructure"", ""china floating bridge"", ""china's solar road"", ""technology"", ""gian hai aap"", ""india"", ""china smart technology"", ""upside down train"", ""sky train in china"", ""chinese""]",2024-02-26T15:23:17Z,UCMUimWE2e4WGCg_msQbpKfA,Surajit Thinks,24,PT59S,hd,6313231,428641.0,9405
82jYblR16QM,4 times tech SURVIVED disaster,"#shorts #tech #smartphone #gadgets   

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT",[],2024-04-29T08:46:02Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT1M,hd,9219789,659287.0,2374
THw-wXt7wyM,5 Tech Myths Busted!,"#shorts 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

Twitter - For my tech hot takes: https://goo.gl/EFhwqL
Instagram - For my personal posts: https://goo.gl/OUqBBa
Facebook - Does anyone still use this anymore?: https://goo.gl/Aluzl1

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://goo.gl/3yS2aP
Amazon UK: https://goo.gl/gvrsGZ

My Filming Gear:
https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT","[""shorts"", ""tech"", ""myths"", ""busted"", ""tips""]",2022-10-02T19:40:14Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT56S,hd,28242152,1955478.0,6261
mkcgVN90zl0,This Gadget BRICKS Your Phone!,#shorts #tech #gadgets #socialmedia,[],2025-02-21T14:57:07Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT48S,hd,8846726,510010.0,4571
YSoytH9WZNw,We Tested Tech Burner's New Smartwatch ft. Anarc #shorts,"Doston welcome to the world of Trakin Shorts. Yaha aap ko dekhne milenge bahot saare interesting videos to jaldi se subscribe kijiye aur video ko like aur share karna na bhoole.

#TrakinShorts​​ #Shorts​​ #TrakinTech​​

Social Media Handles
*****************************************************************
Follow us on:
Web: http://trak.in​​​
Telegram: https://t.me/officialtrakintech​​​
Instagram: http://instagram.com/trakintech​​​
Twitter: http://www.twitter.com/trakintech​​​
Twitter personal: http://www.twitter.com/8ap​​​
Facebook: http://www.facebook.com/TrakinTech","[""layers anarc watch"", ""layers anarc smartwatch"", ""anarc"", ""anarc watch"", ""layers anarc"", ""layers"", ""anarc smartwatch"", ""layers anarc unboxing"", ""tech burner layers"", ""layers anarc review"", ""layers smartwatch"", ""anarc watch review"", ""layers anarc watch review"", ""cmf watch pro vs layers anarc"", ""layers anarc smart watch unboxing"", ""anarc review"", ""anarc watch unboxing"", ""layer anarc watch review"", ""layer anarc"", ""layers anarch watch"", ""layers skin"", ""layers shorts"", ""layers anarc tech burner"", ""layer's anarc watch""]",2024-12-06T05:30:10Z,UCkm0j0CQdElEFtWw7agfOlA,Trakin Shorts,28,PT59S,hd,3560767,273756.0,3973
cS0hLW8qulk,The Future of Technology (2025+),"Future technology part -1
 #technology
 #futuretech
 #shorts
 #ytshorts

future technology
technology
ai
artificial intelligence
science
future technologies
elon musk
future business technologies
future business tech
future of technology
future technology 2050
future gadgets
tech trends 2024
tech trends 2025
innovation
future technology 60 minutes
future technology 2030
robotics
Future mobile","[""Future mobile"", ""ai"", ""ai advancements"", ""ai innovations"", ""artificial intelligence"", ""cool gadgets"", ""elon musk"", ""elon musk tech"", ""emerging trends"", ""future business tech"", ""future business technologies"", ""future gadgets"", ""future of technology"", ""future tech"", ""future technology"", ""future technology 2030"", ""future technology 60 minutes"", ""innovation"", ""next gen"", ""next-gen technology"", ""robotics"", ""robotics trends"", ""science"", ""smart gadgets"", ""tech predictions"", ""tech trends 2024"", ""tech trends 2025"", ""technology"", ""vr""]",2024-12-22T03:30:14Z,UCcku89bM8Nu8rtAaledTPxg,Rohit Ramani ,28,PT24S,hd,670974,8002.0,171
94LDWSXT7HY,5 Most Extreme Tech Pranks! 👺,"#shorts #tech #pranks 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

For my tech hot takes: http://twitter.com/Mrwhosetheboss
For my Personal Posts: http://instagram.com/mrwhosetheboss
Does anyone still use this anymore?: https://facebook.com/mrwhosetheboss

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://amzn.to/3mFix9d
Amazon UK: https://amzn.to/3GMPPtM

My Filming Gear:
https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT",[],2023-04-26T16:44:18Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT59S,hd,31889055,1757426.0,2985
9Gf6Vm7efTE,WE TRIED WORLD'S TOP 3 TECH HACKS,"WE TRIED WORLD'S TOP 3 TECH HACKS #shorts 

SUBSCRIBE THE CHANNEL FOR MORE VIDEOS

 DON'T FORGET LIKE COMMENT & SHARE

instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK

business inquiry:- itstechmaster@gmail.com

Disclaimer
copyright disclaimer under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism,comment, news,reporting teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing non-profit educational or personal use tips the balance in favor of fair use. No copyright infringement intended....","[""SHORTS"", ""HACKS"", ""GADGETS"", ""TECH MASTER SHORTS"", ""TECH HACKS"", ""VIRAL HACKS"", ""BEST HACKS"", ""TIPS"", ""TOP TIPS"", ""TECH"", ""TECHNOLOGY"", ""INDIA"", ""myths"", ""minecraft video""]",2023-09-05T08:15:00Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT55S,hd,2630925,266519.0,358
NGcUoRXBXRY,The Worlds Smartest Glasses | Even Realities G1 #EvenPartner,,[],2024-08-25T00:13:38Z,UC7rsYYvQbqQrJDGhqWmtAgQ,Kyle Krueger,24,PT54S,hd,7977139,434923.0,4802
De7s-IB_DAw,You're wasting money on Tech.,"Leave a comment with how much this saved you :) 
Go to https://surfshark.com/boss or use code BOSS at checkout to get 4 extra months of Surfshark VPN!

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

For my tech hot takes: http://twitter.com/Mrwhosetheboss
For my Personal Posts: http://instagram.com/mrwhosetheboss
For quick tech videos: https://www.tiktok.com/@mrwhosetheboss
Does anyone still use this anymore?: https://facebook.com/mrwhosetheboss

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://amzn.to/3mFix9d
Amazon UK: https://amzn.to/3GMPPtM

My Browser: https://opr.as/Opera-browser-Mr-Whose-the-Boss 
My Filming Gear: https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT","[""money saving"", ""finance"", ""save money"", ""get things cheaper"", ""subscription services"", ""netflix"", ""spotify"", ""youtube"", ""disney plus"", ""apple"", ""iphone"", ""subscription""]",2025-05-21T09:03:41Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT14M51S,hd,2656371,95757.0,4932
XOwxbB9X6aQ,They fixed the reason my phone broke! #CES2024,,[],2024-01-10T19:38:36Z,UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,28,PT58S,hd,13196822,611785.0,3677
