video_id,title,description,tags,published_at,channel_id,channel_title,category_id,duration,definition,viewCount,likeCount,commentCount
kl9CvjeaddA,3 Tech Pranks to drive your friends Crazy 😂,"Do consider subscribing to my Shorts Channel! 👊
Main Mrwhosetheboss YouTube Channel: https://www.youtube.com/user/Mrwhosetheboss#shorts #tech #lifehack #apps","[""shorts"", ""tech"", ""iphone"", ""smartphone"", ""hacks"", ""pranks"", ""tips"", ""tricks"", ""phone tips""]",2021-06-27T11:22:38Z,UCZSlfzadjnw7G419c_OJ9eg,Mrwhosetheboss Plus,28,PT47S,hd,29382993,2095871,7793
sEErbR6J2sk,#cricket #cricketshorts #technology#viral cricket video#shortvideo cricket viral video#technology #,,[],2025-05-26T04:20:32Z,UCVf1xp-6b4iabCQembMf-dg,Babu 7CH,17,PT11S,hd,1258738,6475,24
5upVC6YzQCE,Replacing my 3080 with a 4090 for 4K #gaming. #tech #pc #technology #shorts,"Today I have a custom gaming pc that's getting an RTX 3080 swapped out with an RTX 4090. Overkill? Yes! This is my personal computer that I use for editing and 4K gaming. You would think I would own the cleanest piece of tech but the last thing I want to do when I get home is work on any technology , so my home PC is a hoopty! A very powerful hoopty",[],2023-09-19T00:54:11Z,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,28,PT58S,hd,37196520,1573416,14052
aDt7WrHTnYw,Other Technology vs The Last One 🧠💡| #edit #technology #newyork #usa,"Note: This video uses edited clips from a source, which I’ve credited below. If you’re the creator of any clip and have concerns, please contact me, and I will remove the content upon request.

This video is for entertainment and educational purposes only and is not intended to misrepresent or cause harm.

Clips Source:
-

#edit #viral #interesting #skulledit #crazyedit #usa #usacontent #newyork","[""edit"", ""technology"", ""trollface"", ""usa""]",2025-06-28T13:32:21Z,UCew68ead-ICUgtnvaLwLbTQ,Viral Burnz,22,PT59S,hd,8497190,,198
VnZG9Zi73wI,Others Technologia Vs TheLastOne 🤯💀,"Others Technologia Vs TheLastOne 🤯💀 #usashorts #technology #technologia #technologie #usacontent #skulledit #newedit #youtubeshorts #newvideo #lastone 

Warning: This video is for entertainment purposes only. It does not promote real violence, dangerous behavior, or illegal activities. All clips and music used in this video do not belong to me; I only edit and compile them for creative purposes.

If you are the copyright owner and would like your content removed, please contact me directly. I will take it down immediately upon request.

📩Contact -:- devupromotion@gmail.com

Thank you❤",[],2025-05-30T12:30:39Z,UCRuc-fHVjLYwffDHawO_3-A,DEVU SIGMA,24,PT56S,hd,25180536,377296,531
8jg-zVxSHU0,Magical Gadget ft Tech Master #shorts  #youtubeshorts,"How to avoide phone usage! #shorts  #youtubeshorts  #ytshorts  #phone 
a phone safety locker with useful quality 


SUBSCRIBE THE CHANNEL FOR MORE VIDEOS

 DON'T FORGET LIKE COMMENT & SHARE

instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK

business inquiry:- itstechmaster@gmail.com

Disclaimer
copyright disclaimer under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism,comment, news,reporting teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing non-profit educational or personal use tips the balance in favor of fair use. No copyright infringement intended....","[""shorts"", ""viral shorts"", ""shorts video"", ""tech"", ""reaction shorts"", ""shorts reaction"", ""comedy"", ""shorts viral kaise hoga"", ""youtube shorts"", ""@shorts"", ""#shorts"", ""tech master"", ""phone"", ""smartphone"", ""locker""]",2023-03-31T13:25:00Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT50S,hd,33328807,1557131,1927
7jGU0wPOKzc,Why you can’t steal from an Apple Store!,,[],2025-07-07T13:38:24Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT47S,hd,17124440,726325,6875
5eYTHiC55Bo,3 Tech Myths Busted❌,#shorts #smartphone #tech #mythbusters,"[""tech"", ""best tech"", ""tech news"", ""cool tech"", ""tech gifts"", ""cheap tech"", ""big tech"", ""dog tech"", ""new tech"", ""top tech"", ""2024 tech"", ""prim tech"", ""tech prim"", ""tiny tech"", ""thin tech"", ""tech n9ne"", ""tech fails"", ""tech deals"", ""weird tech"", ""tech world"", ""smart tech"", ""kitchen tech"", ""tech under 50"", ""tech under 25"", ""laid off tech"", ""smallest tech"", ""cheapest tech"", ""tech unboxing"", ""emerging tech"", ""tech under $50"", ""primitive tech"", ""tech primitive"", ""cool tech gifts"", ""best tech gifts"", ""weekly tech news""]",2024-10-10T15:48:47Z,UCoL68NLLSUQqEDwMZPvrdEg,TechBurner Shorts,28,PT54S,hd,15827506,,641
tvNV2MweDJ0,IOT Home Automation #arduino #project #iot #technology #ytshorts #ideas,"IOT Home Automation using arduino esp 8266 #arduino #project #iot #technology #ytshorts #ideas 
Complete video link 

https://www.youtube.com/watch?v=8QMB6kOGVck
to buy this project contact us
9810326343
xilirprojects.com",[],2024-08-31T15:46:53Z,UC2_t6GbaEitHjxbHwDbvhRg,XiLiR Technologies,27,PT16S,hd,332588,3819,68
PbB5r2p3Sl4,This Gadget can ZOOM Upto 200X 🤭,"#shorts #technology #gadgets 
instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK","[""tech master"", ""shorts"", ""technology"", ""facts"", ""amazingtipsandtricks"", ""arvind kharra"", ""GADGETS"", ""zoom"", ""200x zoom"", ""s24 ultra zoom"", ""smartphone zoom"", ""iphone zoom"", ""gadget"", ""new product"", ""master shorts"", ""400x zoom"", ""apple zoom"", ""new videos"", ""viral trick"", ""india"", ""hindi"", ""latest videos"", ""most popular gadget"", ""zoom camera"", ""smartphone"", ""zooming gadget"", ""techmaster""]",2024-05-25T14:43:01Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT51S,hd,4666319,300037,2749
Pl7TYh055xY,Overheating Alienware #gaming laptop (this is BAD) #tech #pc #technology #shorts,The CPU and GPU heatsink on this Alienware gaming laptop were destroyed by someone trying to repair it themselves because it was overheating. Now it's overheating even worse and I'm going to fix it in my computer repair shop by replacing the broken heatsink.,[],2024-07-12T20:25:07Z,UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,28,PT1M,hd,5016941,298210,1123
1Nef8LPO-jo,5 ILLEGAL gadgets that will get you ARRESTED,"#shorts #technology 

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

Twitter - For my tech hot takes: https://goo.gl/EFhwqL
Instagram - For my personal posts: https://goo.gl/OUqBBa
Facebook - Does anyone still use this anymore?: https://goo.gl/Aluzl1

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://goo.gl/3yS2aP
Amazon UK: https://goo.gl/gvrsGZ

My Filming Gear:
https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT","[""shorts"", ""tech""]",2022-11-01T11:00:06Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT47S,hd,81657078,4175215,6375
GY9usnmuC0g,ATM bike viral technology #viralshorts #bikelover #bikeride #technology #comedy #youtubeshorts #new,"ATM bike viral technology #viralshorts #bikelover #bikeride #technology #comedy #youtubeshorts #new

 bike experiment shorts 
bike new technology 
coins bike rider shorts 
ATM bike new feature india 
Indian new bike technology video 

#technology #experiment #viralshorts #trendingshorts #youtubeshorts #comedy #bikelover #newvideo","[""new bike"", ""bike technology"", ""ATM bike"", ""viral bike"", ""new ATM"", ""new indian bike"", ""bike coins shorts"", ""ATM tricks"", ""new ATM video"", ""viral technology"", ""new hack"", ""Tesla bike"", ""Tesla new technology"", ""YouTube shorts"", ""bike experiment""]",2025-04-23T15:35:07Z,UCakSAR_crAk4P5DT6FsovwQ,mcm sanjay,22,PT20S,hd,51446985,529834,728
pKbr1LhfxXM,Worlds smallest 4K headset 😎 TeamVisor.com #tech #vr #technology #virtualreality #squidgame,"Visor is the world's smallest 4K headset. Spawn five 4K virtual screens. With more pixels than the Apple Vision Pro, Visor's small & sleek form factor makes it easy to wear anywhere. Take your ideal work setup or the perfect entertainment system with you where ever you go. #visor #apple #meta #quest #oculus #squidgamesnetflix #netflix #squidgamenetflix #squidgames #squidgamechallenge #netflixoriginal",[],2024-08-15T04:59:00Z,UCGmuLwV0XD_uqL4wKZg4hgA,Immersed,28,PT15S,hd,24775848,411809,299
gkklrVa8amY,The Most Futuristic Tech Of 2025.....,"Dive into the future with us at MWC Barcelona! We've uncovered tech that'll blow your mind, from earbuds that redefine audio to a smartphone that's practically indestructible. But that's just the start—wait till you see the foldable laptop that bends reality and a car that's more tech than vehicle. Prepare to question what's possible.","[""TechWiser""]",2025-03-06T10:09:46Z,UCdp6GUwjKscp5ST4M4WgIpw,TechWiser,28,PT2M1S,hd,895407,59369,208
TaY-jRMbNpk,Huawei Mate XT Hands On! 🔥,"Huawei Mate XT Hands On! 🔥


#huaweimatext #huaweimatextreview #huaweimatexthandson #huaweimatextunboxing #huawei #shorts #wetech #new #trending #technology #folding","[""huawei mate xt"", ""huawei mate xt review"", ""Huawei mate xt unboxing"", ""huawei mate xt hands on"", ""huawei"", ""we tech"", ""New"", ""trending"", ""technology"", ""folding""]",2024-09-29T13:28:57Z,UCXy9a8QpkHVsvAXXaQavx2g,We Tech,28,PT16S,hd,9735901,180714,963
qqeZ5Hcw1Tg,Meanwhile Android 💀,"#trollface #troll #editing #trending #zqotiz #viralshorts #phonk #aura #sigma #explore #fun #funk #viral #edits #zqotizedits #shorts #edit #fyp #youtubeshorts #entertainment

#apple #iphone #android #phone #features #applefeatures #foldingphone #mobile #blast #charging #handcrankcharger #skulledit",[],2024-12-25T18:31:43Z,UC22rU-oXsRzoBqM71k13icA, ZQotiz,24,PT26S,hd,63176145,1700341,10796
653lN9zARjc,4 SPY gadgets to keep you Undercover!,"Do consider subscribing to my Main Mrwhosetheboss YouTube Channel: https://www.youtube.com/user/Mrwhosetheboss
#shorts #tech #gadgets","[""shorts"", ""tech"", ""iphone"", ""smartphone"", ""hacks"", ""mrwhosetheboss"", ""gadgets"", ""spy gadgets""]",2022-09-09T15:07:05Z,UCZSlfzadjnw7G419c_OJ9eg,Mrwhosetheboss Plus,28,PT45S,hd,37538375,2350287,4782
dVWS2pPW0f4,#vikramsarkar,"2050 में आने वाले है ये 5 कमाल के फ्यूचर फोन । 5 most amazing future mobil phone,
उड़ने वाला फोन,
2050 future world,
2050 life,
2050 world,
future 2050,
2050 future,
ai phone 2050,
2050 lifestyle,
future smartphone 2050 तक यह कमाल के फोन आने वाले है |most important smartphone😱😱😱😱📱📱👍👍🔔🔔,
future phone 2050,
smart gadgets 2050,
future mobile 2050,
futuristic phone 2050,
2050 world technology,
future smartphone 2050,
2050 future world india,
future technology 2050

Mr Mishra | SUBSCRIBE","[""2050 \u092e\u0947\u0902 \u0906\u0928\u0947 \u0935\u093e\u0932\u0947 \u0939\u0948 \u092f\u0947 5 \u0915\u092e\u093e\u0932 \u0915\u0947 \u092b\u094d\u092f\u0942\u091a\u0930 \u092b\u094b\u0928"", ""5 most amazing future mobil phone,"", ""\u0909\u0921\u093c\u0928\u0947 \u0935\u093e\u0932\u093e \u092b\u094b\u0928,"", ""2050 future world,"", ""2050 life,"", ""2050 world,"", ""future 2050,"", ""2050 future,"", ""ai phone 2050,"", ""2050 lifestyle,"", ""future smartphone 2050 \u0924\u0915 \u092f\u0939 \u0915\u092e\u093e\u0932 \u0915\u0947 \u092b\u094b\u0928 \u0906\u0928\u0947 \u0935\u093e\u0932\u0947 \u0939\u0948 |most important smartphone\ud83d\ude31\ud83d\ude31\ud83d\ude31\ud83d\ude31\ud83d\udcf1\ud83d\udcf1\ud83d\udc4d\ud83d\udc4d\ud83d\udd14\ud83d\udd14,"", ""mr Mishra"", ""Mishra""]",2025-02-13T04:57:44Z,UCdPv-oND6yhNiGJLNFQ0s7Q,Mr Mishra ,24,PT28S,hd,7545109,,916
47gDOw_PNrw,New invention 🇮🇳 #technology #dcmotor #diy #shorts,"New invention 🇮🇳 #technology #dcmotor #diy #shorts


other video link 🔗 👇👇

1.https://youtube.com/shorts/1qz6n9N1BWc?si=jdaKuQRXH-BuEl7S

2.https://youtube.com/shorts/nee8zpjcD1U?si=3D0N2sFAoqGtFn3l

3.https://youtube.com/shorts/zcHdvwRcI9g?si=d3Nwgi-hOxGx41TU

Keywords:-
 
how to make amazing things with dc motor
how to make mini rechargeable fan
how to generate electricity with motor
how to make a science project with dc motor
how to make car at home with dc motor
how to make electric hand fan
creative electronics projects
best out of waste craft ideas for home decoration
creative electronic things to make at home
how to make electric science project
how to make rechargeable Emergency light 
How to make amazing projects with DC motor
Mini rechargeable fan making at home
Generate electricity using a DC motor
DIY science project using DC motor
DC motor car project at home
Make an electric hand fan easily
homemade science project 
Creative electronics projects for students


Tags:-

#DCMotorProjects  
#MiniFanMaking  
#GenerateElectricity  
#DIYScienceProject  
#ElectricHandFan  
#CreativeElectronics  
#BestOutOfWaste  
#DIYWithMotor  
#HomeDecorationCraft  
#ElectronicProjects  
#ScienceExperiment  
#DIYElectricFan  
#DCMotorCar  
#SchoolProjectIdeas  
#ElectricityProject 
#mrindeanhacker 
#dcfan

For Business Enquiry Email: ✉️thanksmdbusiness@gmail.com 

Don't Forget To Like, Comment, Share & Subscribe


Disclaimer :-
Video is for educational purpose only Copyright disclaimer undersection 107 of the copyright act 1976 allowance is made for ""fair use"" for purposes such as criticisms, comment, news, reporting, teaching, scholarship and research. Fair use is a permitted by copyright statute that might otherwise be infringing, non-profit educational or personal use tips the balance in favour of fair us","[""Thanks Invention"", ""DC motor"", ""motor"", ""Invention""]",2025-06-11T12:14:42Z,UCzNl75jitCHmIHVcK9girAQ,Thanks Invention,28,PT8S,hd,25116864,71108,52
De7s-IB_DAw,You're wasting money on Tech.,"Leave a comment with how much this saved you :) 
Go to https://surfshark.com/boss or use code BOSS at checkout to get 4 extra months of Surfshark VPN!

I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to support me on that mission then consider subscribing to the channel - you'd make my day 😁

For my tech hot takes: http://twitter.com/Mrwhosetheboss
For my Personal Posts: http://instagram.com/mrwhosetheboss
For quick tech videos: https://www.tiktok.com/@mrwhosetheboss
Does anyone still use this anymore?: https://facebook.com/mrwhosetheboss

Amazon Affiliate links (if you buy anything through these it will support the channel and allow us to buy better gear!):
Amazon US: https://amzn.to/3mFix9d
Amazon UK: https://amzn.to/3GMPPtM

My Browser: https://opr.as/Opera-browser-Mr-Whose-the-Boss 
My Filming Gear: https://bit.ly/35CuxwI

Music is from Epidemic sound:
http://share.epidemicsound.com/pHDFT","[""money saving"", ""finance"", ""save money"", ""get things cheaper"", ""subscription services"", ""netflix"", ""spotify"", ""youtube"", ""disney plus"", ""apple"", ""iphone"", ""subscription""]",2025-05-21T09:03:41Z,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,28,PT14M51S,hd,2653779,95710,4932
PBmrLVBH9OI,Is this an iPhone KILLER😳#tech,"Is the Pixel 9 the ultimate iPhone 16 killer? With a stunning screen and slightly better camera hardware, Google’s latest phone is seriously impressive. While the iPhone still shines with its legendary processing power, the Pixel's new cutting-edge software might just give it the edge or does it?","[""Google pixel 9"", ""New Google pixel 9"", ""Pixel 9"", ""Google smart phone"", ""Best alternative to iPhone"", ""Google pixel 9 review"", ""iPhone 16 versus Google pixel 9"", ""iPhone vs android"", ""New smart phone"", ""Smart phone"", ""iPhone killer"", ""Android is better than iPhone"", ""Is android better than iPhone?"", ""Technology"", ""tech"", ""iPhone 16""]",2024-12-08T21:36:50Z,UCPMIXPIhGp2WJzocPRQiM1w,JMTech,28,PT33S,hd,2350590,99434,862
ZYIi81NCeU4,Is this the future of technology?! Humane AI looks INSANE! 🤯,"What comes AFTER the smartphone? 🤔📱

With the recent announcements from @hu.ma.ne and Apple’s “Vision Pro” headset, lots of people have been asking this question in recent weeks.

Regardless of where you stand on the porential of a “post-smartphone” future, innovation is happening all around us currently and I find that wildly exciting.

#humane  #applevisionpro #tech","[""humane"", ""apple vision pro"", ""humane tech"", ""humane AI"", ""humane Vancouver"", ""apple vr"", ""will bowers"", ""will.mov"", ""willbwrs""]",2023-06-20T03:53:41Z,UC9Tib0IsWBst6tlQ-p3L4Pw,Will Bowers,28,PT57S,hd,492826,18116,271
07OQ1uQ4-do,Apple Vision Pro सबसे महंगा चश्मा 😱 #shorts #apple,"Apple Vision Pro सबसे महंगा चश्मा 😱 #shorts #apple 
apple | applevisionpro | VRheadset | mostpopularvideo | trendingshorts
#techmaster #gadgets #apple #vr #applevisionpro 

SUBSCRIBE THE CHANNEL FOR MORE VIDEOS

 DON'T FORGET LIKE COMMENT & SHARE

instagram-👇

 https://Instagram.com/tech_masterr

Twitter-👇

https://twitter.com/tech_masterr

Facebook-👇

https://www.facebook.com/dev.shinghan

Main Channel-👇

https://youtube.com/c/TechMasterAK

business inquiry:- itstechmaster@gmail.com

Disclaimer
copyright disclaimer under Section 107 of the Copyright Act 1976, allowance is made for fair use for purposes such as criticism,comment, news,reporting teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing non-profit educational or personal use tips the balance in favor of fair use. No copyright infringement intended....","[""tech master"", ""shorts"", ""technology"", ""apple"", ""visionpro"", ""expensivegadget"", ""new apple product"", ""trending gadget"", ""dubai"", ""unboxing"", ""fun tech"", ""visionpro2024"", ""apple product""]",2024-02-07T13:00:00Z,UCglXlpWjIi95auM3umWWLdw,Tech Master Shorts,28,PT51S,hd,5423931,285903,444
rbyud9N4zPM,Revolutionary carseat technology #china #shorts #tech,,"[""china"", ""china digital world"", ""what can we learn from china"", ""digital technology china"", ""china digital growth"", ""digital china strategy"", ""china digital future"", ""digital rise of china"", ""china digitalization"", ""china digital marketing"", ""china marketing trends 2023"", ""network marketing in china"", ""chinese consumers"", ""how to sell on chinese market"", ""how does marketing work in china"", ""chinese marketing strategies"", ""how to attract chinese consumers"", ""china trends 2023"", ""china consumer trends""]",2024-01-26T05:45:01Z,UC6EM2H38sX0eXddx05MnOGw,Ashley Dudarenok,22,PT17S,hd,124390478,1374038,2933
R6sWmlyXmys,china smart roads and technology😲 #china #technology #facts #knowledge #road #hindi #shorts,,[],2025-05-31T13:34:13Z,UCYJp64Of-hn-v83fJRy7nig,яємємвєя me ,23,PT49S,hd,3171349,109113,1867
l3yfcRuts1I,3 Nastiest Tech Pranks 🔥,"Do consider subscribing to my Shorts Channel! 👊
Main Mrwhosetheboss YouTube Channel: https://www.youtube.com/user/Mrwhosetheboss
#shorts #tech #pranks","[""shorts"", ""tech"", ""iphone"", ""smartphone"", ""hacks"", ""mrwhosetheboss"", ""prank"", ""pranks"", ""tech pranks""]",2022-06-04T13:11:23Z,UCZSlfzadjnw7G419c_OJ9eg,Mrwhosetheboss Plus,28,PT50S,hd,28314293,2092201,5102
iuLgq7bf6QY,New Innovation - 6 💥 #new #innovation #unique #tech #shorts,New Innovation - 6 💥 #new #innovation #unique #tech #shorts,[],2024-05-22T07:16:40Z,UCmnAYZuQh_QEy_B5jtMNeug,Your Mahbub,26,PT13S,hd,34345157,669376,1996
-055GvEU7f0,Worlds smallest 4K headset 😎 TeamVisor.com #tech #vr #technology #virtualreality #insideout2,"Visor is the world's smallest 4K headset. Spawn five 4K virtual screens. With more pixels than the Apple Vision Pro, Visor's small & sleek form factor makes it easy to wear anywhere. Take your ideal work setup or the perfect entertainment system with you where ever you go. #visor #apple #meta #quest #oculus #dreamworks #insideout",[],2024-06-21T14:12:54Z,UCGmuLwV0XD_uqL4wKZg4hgA,Immersed,28,PT15S,hd,209431372,4115510,7282
iPJfSknuO8I,I'm the best technology moment ☠️,,"[""Troll face"", ""troll face edit"", ""trending edit""]",2025-05-07T09:45:42Z,UCKeYOr6dVjJR8dUYNqDUr4Q,The Goat Saga,22,PT39S,hd,442941,6056,29
